# b'S_150_45_M'
# q I errors
7.922247367879432095e-03 1.879591822624206543e+00 3.499181475490331650e-03
8.034619602989147985e-03 1.866324305534362793e+00 3.439445048570632935e-03
8.146991838098860406e-03 1.857528328895568848e+00 3.402072703465819359e-03
8.259364073208576296e-03 1.843149781227111816e+00 3.354926360771059990e-03
8.371736308318292186e-03 1.838391780853271484e+00 3.332644235342741013e-03
8.484108543428004606e-03 1.826153755187988281e+00 3.298740601167082787e-03
8.596480778537720496e-03 1.822090387344360352e+00 3.265794366598129272e-03
8.708853013647436386e-03 1.814317584037780762e+00 3.242382779717445374e-03
8.821225248757148807e-03 1.802976846694946289e+00 3.209998365491628647e-03
8.933597483866864697e-03 1.792774200439453125e+00 3.170675365254282951e-03
9.045969718976580587e-03 1.789064168930053711e+00 3.148281946778297424e-03
9.158341954086293007e-03 1.776626706123352051e+00 3.120432142168283463e-03
9.270714189196008898e-03 1.768426895141601562e+00 3.090324113145470619e-03
9.383086424305724788e-03 1.755898475646972656e+00 3.067686920985579491e-03
9.495458659415437208e-03 1.743830442428588867e+00 3.040448995307087898e-03
9.607830894525153098e-03 1.738410711288452148e+00 3.010151907801628113e-03
9.720203129634868988e-03 1.730578303337097168e+00 2.993042115122079849e-03
9.832575364744581409e-03 1.725867629051208496e+00 2.973193302750587463e-03
9.944947599854297299e-03 1.712857842445373535e+00 2.935643075034022331e-03
1.005731983496401319e-02 1.701823949813842773e+00 2.919845748692750931e-03
1.016969207007372561e-02 1.694877982139587402e+00 2.894025761634111404e-03
1.028206430518344150e-02 1.689339518547058105e+00 2.870982745662331581e-03
1.039443654029315565e-02 1.681708812713623047e+00 2.863103058189153671e-03
1.050680877540286981e-02 1.672674655914306641e+00 2.834201324731111526e-03
1.061918101051258570e-02 1.663108587265014648e+00 2.809737809002399445e-03
1.073155324562229986e-02 1.651341676712036133e+00 2.791706938296556473e-03
1.084392548073201401e-02 1.643708109855651855e+00 2.773555694147944450e-03
1.095629771584172990e-02 1.634588241577148438e+00 2.744458848610520363e-03
1.106866995095144406e-02 1.628799915313720703e+00 2.737440634518861771e-03
1.118104218606115821e-02 1.614263296127319336e+00 2.709203166887164116e-03
1.129341442117087410e-02 1.609330773353576660e+00 2.684298669919371605e-03
1.140578665628058826e-02 1.601696729660034180e+00 2.674272051081061363e-03
1.151815889139030241e-02 1.583596348762512207e+00 2.647172426804900169e-03
1.163053112650001830e-02 1.578089118003845215e+00 2.624275861307978630e-03
1.174290336160973246e-02 1.567400693893432617e+00 2.612063661217689514e-03
1.185527559671944661e-02 1.558439850807189941e+00 2.592082833871245384e-03
1.196764783182916250e-02 1.552518367767333984e+00 2.570488955825567245e-03
1.208002006693887666e-02 1.543272495269775391e+00 2.557520987465977669e-03
1.219239230204859081e-02 1.538980484008789062e+00 2.543322741985321045e-03
1.230476453715830670e-02 1.526736378669738770e+00 2.516163978725671768e-03
1.241713677226802086e-02 1.514994621276855469e+00 2.503121737390756607e-03
1.252950900737773501e-02 1.505789756774902344e+00 2.489496022462844849e-03
1.264188124248745090e-02 1.506512641906738281e+00 2.466713776811957359e-03
1.275425347759716506e-02 1.492238521575927734e+00 2.449235180392861366e-03
1.286662571270687921e-02 1.488324880599975586e+00 2.438461408019065857e-03
1.297899794781659510e-02 1.476006269454956055e+00 2.408582251518964767e-03
1.309137018292630752e-02 1.463137507438659668e+00 2.395338146016001701e-03
1.320374241803602341e-02 1.462760448455810547e+00 2.389483852311968803e-03
1.331611465314573930e-02 1.448076248168945312e+00 2.359296428039669991e-03
1.342848688825545173e-02 1.443024992942810059e+00 2.347543602809309959e-03
1.354085912336516762e-02 1.434421896934509277e+00 2.339251805096864700e-03
1.365323135847488351e-02 1.426211833953857422e+00 2.317495411261916161e-03
1.376560359358459593e-02 1.418918848037719727e+00 2.305877627804875374e-03
1.387797582869431182e-02 1.406526803970336914e+00 2.292223740369081497e-03
1.399034806380402771e-02 1.402855038642883301e+00 2.269850810989737511e-03
1.410272029891374013e-02 1.391916036605834961e+00 2.254617167636752129e-03
1.421509253402345602e-02 1.384773135185241699e+00 2.246580319479107857e-03
1.432746476913317191e-02 1.378983259201049805e+00 2.227716846391558647e-03
1.443983700424288433e-02 1.367397785186767578e+00 2.213949570432305336e-03
1.455220923935260022e-02 1.361842393875122070e+00 2.204288728535175323e-03
1.466458147446231611e-02 1.356234788894653320e+00 2.186703262850642204e-03
1.477695370957202853e-02 1.346058487892150879e+00 2.171475440263748169e-03
1.488932594468174442e-02 1.333585143089294434e+00 2.160029485821723938e-03
1.500169817979146031e-02 1.327239871025085449e+00 2.143962774425745010e-03
1.511407041490117273e-02 1.323011755943298340e+00 2.128210151568055153e-03
1.522644265001088862e-02 1.312246441841125488e+00 2.120236866176128387e-03
1.533881488512060451e-02 1.304794669151306152e+00 2.101221587508916855e-03
1.545118712023031693e-02 1.297395110130310059e+00 2.089404733851552010e-03
1.556355935534003282e-02 1.285205245018005371e+00 2.076536417007446289e-03
1.567593159044974871e-02 1.282073140144348145e+00 2.062800806015729904e-03
1.578830382555946113e-02 1.272562742233276367e+00 2.048302907496690750e-03
1.590067606066917702e-02 1.264225006103515625e+00 2.041167579591274261e-03
1.601304829577888944e-02 1.257903695106506348e+00 2.026993781328201294e-03
1.612542053088860533e-02 1.249455213546752930e+00 2.009592019021511078e-03
1.623779276599832122e-02 1.243079781532287598e+00 2.001981483772397041e-03
1.635016500110803711e-02 1.239145517349243164e+00 1.993090612813830376e-03
1.646253723621774953e-02 1.226305365562438965e+00 1.974201528355479240e-03
1.657490947132746542e-02 1.222569942474365234e+00 1.967184012755751610e-03
1.668728170643717784e-02 1.216102600097656250e+00 1.954420469701290131e-03
1.679965394154689373e-02 1.206209778785705566e+00 1.937183667905628681e-03
1.691202617665660962e-02 1.197122216224670410e+00 1.928612822666764259e-03
1.702439841176632551e-02 1.188656449317932129e+00 1.915691653266549110e-03
1.713677064687603793e-02 1.181727886199951172e+00 1.903755823150277138e-03
1.724914288198575382e-02 1.174736380577087402e+00 1.888632308691740036e-03
1.736151511709546624e-02 1.169962644577026367e+00 1.882954384200274944e-03
1.747388735220518213e-02 1.160997390747070312e+00 1.869436237029731274e-03
1.758625958731489802e-02 1.151786327362060547e+00 1.857219031080603600e-03
1.769863182242461391e-02 1.147200703620910645e+00 1.850396627560257912e-03
1.781100405753432633e-02 1.134501576423645020e+00 1.832052599638700485e-03
1.792337629264404222e-02 1.132927775382995605e+00 1.825226121582090855e-03
1.803574852775375464e-02 1.126564502716064453e+00 1.817264710552990437e-03
1.814812076286347053e-02 1.119079351425170898e+00 1.803228515200316906e-03
1.826049299797318642e-02 1.114621639251708984e+00 1.795490388758480549e-03
1.837286523308290231e-02 1.101045608520507812e+00 1.781248953193426132e-03
1.848523746819261473e-02 1.098757624626159668e+00 1.772427931427955627e-03
1.859760970330233062e-02 1.096408724784851074e+00 1.766964676789939404e-03
1.870998193841204305e-02 1.084545254707336426e+00 1.753285760059952736e-03
1.882235417352175894e-02 1.077327489852905273e+00 1.741279265843331814e-03
1.893472640863147483e-02 1.070542693138122559e+00 1.733075943775475025e-03
1.904709864374119072e-02 1.064679384231567383e+00 1.725410344079136848e-03
1.915947087885090314e-02 1.062801957130432129e+00 1.714812824502587318e-03
1.927184311396061903e-02 1.059000134468078613e+00 1.711173681542277336e-03
1.938421534907033145e-02 1.054704666137695312e+00 1.740320120006799698e-03
1.949658758418004734e-02 1.045528411865234375e+00 1.757092191837728024e-03
1.960895981928976323e-02 1.036622405052185059e+00 1.769754686392843723e-03
1.972133205439947912e-02 1.028192877769470215e+00 1.771261217072606087e-03
1.983370428950919154e-02 1.024436354637145996e+00 1.769186113961040974e-03
1.994607652461890743e-02 1.018706798553466797e+00 1.769464462995529175e-03
2.005844875972861985e-02 1.010207533836364746e+00 1.763529493473470211e-03
2.017082099483833574e-02 1.004253029823303223e+00 1.756126293912529945e-03
2.028319322994805163e-02 9.981577992439270020e-01 1.756465528160333633e-03
2.039556546505776405e-02 9.921916723251342773e-01 1.750012743286788464e-03
2.050793770016747994e-02 9.861344695091247559e-01 1.743530388921499252e-03
2.062030993527719236e-02 9.817621707916259766e-01 1.742033869959414005e-03
2.073268217038690825e-02 9.715452194213867188e-01 1.729990472085773945e-03
2.084505440549662414e-02 9.711235165596008301e-01 1.726920134387910366e-03
2.095742664060634003e-02 9.676330685615539551e-01 1.726581482216715813e-03
2.106979887571605245e-02 9.578070044517517090e-01 1.716061378829181194e-03
2.118217111082576834e-02 9.559077024459838867e-01 1.685905735939741135e-03
2.129454334593548076e-02 9.528881907463073730e-01 1.645910670049488544e-03
2.140691558104519665e-02 9.474572539329528809e-01 1.620881841517984867e-03
2.151928781615491254e-02 9.371759295463562012e-01 1.593109918758273125e-03
2.163166005126462843e-02 9.308019280433654785e-01 1.582731259986758232e-03
2.174403228637434085e-02 9.230411648750305176e-01 1.570306485518813133e-03
2.185640452148405674e-02 9.172269105911254883e-01 1.552523230202496052e-03
2.196877675659376916e-02 9.099837541580200195e-01 1.544869970530271530e-03
2.208114899170348505e-02 9.081798791885375977e-01 1.539794495329260826e-03
2.219352122681320094e-02 9.006643891334533691e-01 1.522795297205448151e-03
2.230589346192291683e-02 8.961418867111206055e-01 1.516957301646471024e-03
2.241826569703262925e-02 8.916296958923339844e-01 1.510570640675723553e-03
2.253063793214234514e-02 8.883765935897827148e-01 1.499086618423461914e-03
2.264301016725205756e-02 8.796916007995605469e-01 1.489122747443616390e-03
2.275538240236177345e-02 8.771062493324279785e-01 1.485358108766376972e-03
2.286775463747148934e-02 8.672549128532409668e-01 1.467845402657985687e-03
2.298012687258120523e-02 8.682985305786132812e-01 1.466615940444171429e-03
2.309249910769091765e-02 8.599357008934020996e-01 1.457550330087542534e-03
2.320487134280063354e-02 8.553677201271057129e-01 1.444737310521304607e-03
2.331724357791034596e-02 8.469642996788024902e-01 1.434694509953260422e-03
2.342961581302006185e-02 8.445855379104614258e-01 1.431834767572581768e-03
2.354198804812977774e-02 8.397644758224487305e-01 1.420287531800568104e-03
2.365436028323949363e-02 8.358059525489807129e-01 1.413989928551018238e-03
2.376673251834920605e-02 8.300944566726684570e-01 1.408550422638654709e-03
2.387910475345892194e-02 8.237424492835998535e-01 1.397593296132981777e-03
2.399147698856863437e-02 8.194333314895629883e-01 1.389750745147466660e-03
2.410384922367835026e-02 8.103038668632507324e-01 1.382077345624566078e-03
2.421622145878806615e-02 8.085961341857910156e-01 1.374067971482872963e-03
2.432859369389778204e-02 8.040099143981933594e-01 1.364774303510785103e-03
2.444096592900749446e-02 7.983375787734985352e-01 1.360572641715407372e-03
2.455333816411721035e-02 7.965700030326843262e-01 1.353810890577733517e-03
2.466571039922692277e-02 7.878323793411254883e-01 1.342315343208611012e-03
2.477808263433663866e-02 7.879089713096618652e-01 1.341028837487101555e-03
2.489045486944635455e-02 7.805167436599731445e-01 1.329681952483952045e-03
2.500282710455607044e-02 7.755483388900756836e-01 1.321710296906530857e-03
2.511519933966578286e-02 7.701247930526733398e-01 1.316993031650781631e-03
2.522757157477549875e-02 7.692589759826660156e-01 1.313648303039371967e-03
2.533994380988521117e-02 7.646563649177551270e-01 1.304725185036659241e-03
2.545231604499492706e-02 7.592632770538330078e-01 1.299537369050085545e-03
2.556468828010464295e-02 7.546288967132568359e-01 1.290770247578620911e-03
2.567706051521435884e-02 7.507479786872863770e-01 1.284232013858854771e-03
2.578943275032407126e-02 7.460179924964904785e-01 1.278589246794581413e-03
2.590180498543378368e-02 7.430688738822937012e-01 1.273160334676504135e-03
2.601417722054349957e-02 7.369659543037414551e-01 1.263311831280589104e-03
2.612654945565321546e-02 7.340038418769836426e-01 1.258364762179553509e-03
2.623892169076293135e-02 7.300202250480651855e-01 1.253233407624065876e-03
2.635129392587264377e-02 7.255941629409790039e-01 1.245032181032001972e-03
2.646366616098235966e-02 7.208564281463623047e-01 1.238560536876320839e-03
2.657603839609207208e-02 7.160656452178955078e-01 1.234321971423923969e-03
2.668841063120178797e-02 7.106378078460693359e-01 1.224547042511403561e-03
2.680078286631150386e-02 7.090876102447509766e-01 1.220813253894448280e-03
2.691315510142121975e-02 7.059975862503051758e-01 1.217107521370053291e-03
2.702552733653093217e-02 7.016773223876953125e-01 1.209159381687641144e-03
2.713789957164064806e-02 6.971266865730285645e-01 1.204559812322258949e-03
2.725027180675036048e-02 6.933804750442504883e-01 1.198933809064328671e-03
2.736264404186007637e-02 6.920774579048156738e-01 1.194331911392509937e-03
2.747501627696979226e-02 6.857026815414428711e-01 1.185782370157539845e-03
2.758738851207950815e-02 6.844485402107238770e-01 1.184262800961732864e-03
2.769976074718922057e-02 6.793523430824279785e-01 1.176527584902942181e-03
2.781213298229893646e-02 6.755509376525878906e-01 1.171034295111894608e-03
2.792450521740864888e-02 6.701502799987792969e-01 1.165834837593138218e-03
2.803687745251836477e-02 6.642119288444519043e-01 1.156240003183484077e-03
2.814924968762808066e-02 6.624596714973449707e-01 1.153627061285078526e-03
2.826162192273779655e-02 6.587328314781188965e-01 1.149096060544252396e-03
2.837399415784750897e-02 6.529477834701538086e-01 1.138919498771429062e-03
2.848636639295722486e-02 6.517924070358276367e-01 1.138752908445894718e-03
2.859873862806693728e-02 6.491971611976623535e-01 1.133429002948105335e-03
2.871111086317665317e-02 6.447183489799499512e-01 1.125944429077208042e-03
2.882348309828636906e-02 6.413186192512512207e-01 1.123305992223322392e-03
2.893585533339608495e-02 6.370803713798522949e-01 1.115931314416229725e-03
2.904822756850579737e-02 6.330050230026245117e-01 1.109792618080973625e-03
2.916059980361551326e-02 6.313526630401611328e-01 1.108528464101254940e-03
2.927297203872522569e-02 6.266493797302246094e-01 1.101565547287464142e-03
2.938534427383494158e-02 6.232437491416931152e-01 1.095049548894166946e-03
2.949771650894465747e-02 6.203913688659667969e-01 1.092063030228018761e-03
2.961008874405437336e-02 6.159042716026306152e-01 1.085972879081964493e-03
2.972246097916408578e-02 6.139539480209350586e-01 1.080745249055325985e-03
2.983483321427380167e-02 6.109924316406250000e-01 1.077910070307552814e-03
2.994720544938351409e-02 6.086411476135253906e-01 1.073501538485288620e-03
3.005957768449322998e-02 6.060313582420349121e-01 1.067830133251845837e-03
3.017194991960294587e-02 6.017951965332031250e-01 1.063994364812970161e-03
3.028432215471266176e-02 5.986101031303405762e-01 1.059523085132241249e-03
3.039669438982237418e-02 5.942092537879943848e-01 1.052076229825615883e-03
3.050906662493209007e-02 5.907056331634521484e-01 1.048387261107563972e-03
3.062143886004180249e-02 5.875588655471801758e-01 1.044325879774987698e-03
3.073381109515151838e-02 5.835724472999572754e-01 1.036998350173234940e-03
3.084618333026123427e-02 5.815475583076477051e-01 1.035082736052572727e-03
3.095855556537095016e-02 5.782191157341003418e-01 1.030904706567525864e-03
3.107092780048066258e-02 5.746989846229553223e-01 1.022972166538238525e-03
3.118330003559037847e-02 5.707901716232299805e-01 1.020123017951846123e-03
3.129567227070009783e-02 5.676056742668151855e-01 1.016024034470319748e-03
3.140804450580980678e-02 5.656718611717224121e-01 1.010155072435736656e-03
3.152041674091951573e-02 5.622413158416748047e-01 1.006734790280461311e-03
3.163278897602923856e-02 5.596458911895751953e-01 1.003551878966391087e-03
3.174516121113894751e-02 5.565379858016967773e-01 9.973404230549931526e-04
3.185753344624867034e-02 5.573220252990722656e-01 9.970318060368299484e-04
3.196990568135837929e-02 5.543282628059387207e-01 1.011035288684070110e-03
3.208227791646809518e-02 5.499759316444396973e-01 1.018795999698340893e-03
3.219465015157781107e-02 5.454168915748596191e-01 1.021825592033565044e-03
3.230702238668752002e-02 5.411639213562011719e-01 1.021247007884085178e-03
3.241939462179724285e-02 5.388960242271423340e-01 1.018641167320311069e-03
3.253176685690695180e-02 5.362772941589355469e-01 1.017576083540916443e-03
3.264413909201667463e-02 5.342711806297302246e-01 1.018121954984962940e-03
3.275651132712638358e-02 5.290416479110717773e-01 1.012909226119518280e-03
3.286888356223609253e-02 5.280224680900573730e-01 1.013497821986675262e-03
3.298125579734581536e-02 5.246471762657165527e-01 1.012061256915330887e-03
3.309362803245552431e-02 5.213229656219482422e-01 1.007736776955425739e-03
3.320600026756524714e-02 5.206721425056457520e-01 1.008039806038141251e-03
3.331837250267495609e-02 5.184518098831176758e-01 1.007118145935237408e-03
3.343074473778467198e-02 5.143555402755737305e-01 1.002086326479911804e-03
3.354311697289438787e-02 5.124182105064392090e-01 9.995709406211972237e-04
3.365548920800409682e-02 5.084225535392761230e-01 9.981520706787705421e-04
3.376786144311381965e-02 5.087442994117736816e-01 9.855497628450393677e-04
3.388023367822352860e-02 5.069919228553771973e-01 9.644865640439093113e-04
3.399260591333325143e-02 5.016059875488281250e-01 9.530265233479440212e-04
3.410497814844296038e-02 4.979080259799957275e-01 9.448413620702922344e-04
3.421735038355266934e-02 4.971506595611572266e-01 9.400119306519627571e-04
3.432972261866239216e-02 4.927698671817779541e-01 9.340445976704359055e-04
3.444209485377210112e-02 4.914874136447906494e-01 9.289602166973054409e-04
3.455446708888182394e-02 4.862723052501678467e-01 9.210152202285826206e-04
3.466683932399153290e-02 4.866652488708496094e-01 9.206941467709839344e-04
3.477921155910124185e-02 4.833995103836059570e-01 9.137918823398649693e-04
3.489158379421096468e-02 4.801098108291625977e-01 9.084656485356390476e-04
3.500395602932067363e-02 4.764108359813690186e-01 9.044294129125773907e-04
3.511632826443039646e-02 4.762521386146545410e-01 9.011089568957686424e-04
3.522870049954010541e-02 4.734124541282653809e-01 8.956063538789749146e-04
3.534107273464982130e-02 4.711812138557434082e-01 8.928495226427912712e-04
3.545344496975953719e-02 4.677000939846038818e-01 8.880585664883255959e-04
3.556581720486924614e-02 4.653470218181610107e-01 8.826844277791678905e-04
3.567818943997896897e-02 4.628020823001861572e-01 8.788967970758676529e-04
3.579056167508867792e-02 4.621865749359130859e-01 8.779159979894757271e-04
3.590293391019840075e-02 4.580864012241363525e-01 8.712537819519639015e-04
3.601530614530810970e-02 4.566094279289245605e-01 8.689975948072969913e-04
3.612767838041781865e-02 4.539321660995483398e-01 8.647091453894972801e-04
3.624005061552754148e-02 4.510338604450225830e-01 8.603550959378480911e-04
3.635242285063725043e-02 4.487296640872955322e-01 8.623634348623454571e-04
3.646479508574697326e-02 4.486024379730224609e-01 8.772909641265869141e-04
3.657716732085668221e-02 4.450716972351074219e-01 8.800128125585615635e-04
3.668953955596639810e-02 4.422348141670227051e-01 8.795642061159014702e-04
3.680191179107611399e-02 4.396249353885650635e-01 8.798343478702008724e-04
3.691428402618582294e-02 4.390218555927276611e-01 8.788958657532930374e-04
3.702665626129554577e-02 4.359265565872192383e-01 8.774926536716520786e-04
3.713902849640525472e-02 4.348509907722473145e-01 8.772903820499777794e-04
3.725140073151497755e-02 4.317999780178070068e-01 8.746951934881508350e-04
3.736377296662468650e-02 4.288010299205780029e-01 8.732940768823027611e-04
3.747614520173439545e-02 4.240017533302307129e-01 8.684305357746779919e-04
3.758851743684411828e-02 4.233841300010681152e-01 8.668020018376410007e-04
3.770088967195382723e-02 4.235983788967132568e-01 8.686773362569510937e-04
3.781326190706355006e-02 4.195597767829895020e-01 8.644668851047754288e-04
3.792563414217325901e-02 4.176888465881347656e-01 8.621403831057250500e-04
3.803800637728297490e-02 4.164865314960479736e-01 8.628944051451981068e-04
3.815037861239269079e-02 4.137538075447082520e-01 8.585591567680239677e-04
3.826275084750239974e-02 4.121629893779754639e-01 8.564803865738213062e-04
3.837512308261212257e-02 4.090909361839294434e-01 8.548229234293103218e-04
3.848749531772183152e-02 4.064739644527435303e-01 8.519471739418804646e-04
3.859986755283155435e-02 4.048478305339813232e-01 8.488763123750686646e-04
3.871223978794126330e-02 4.025097787380218506e-01 8.485568687319755554e-04
3.882461202305097225e-02 4.003973305225372314e-01 8.454392664134502411e-04
3.893698425816069508e-02 3.985198438167572021e-01 8.422793471254408360e-04
3.904935649327040403e-02 3.964612483978271484e-01 8.408785797655582428e-04
3.916172872838012686e-02 3.936840295791625977e-01 8.375750039704144001e-04
3.927410096348983581e-02 3.942059576511383057e-01 8.374752942472696304e-04
3.938647319859955170e-02 3.906462490558624268e-01 8.343417430296540260e-04
3.949884543370926759e-02 3.879579603672027588e-01 8.319047046825289726e-04
3.961121766881897654e-02 3.856053650379180908e-01 8.275213767774403095e-04
3.972358990392869937e-02 3.842022716999053955e-01 8.271395345218479633e-04
3.983596213903840833e-02 3.823325335979461670e-01 8.249515085481107235e-04
3.994833437414813115e-02 3.817126750946044922e-01 8.226679055951535702e-04
4.006070660925784011e-02 3.804331719875335693e-01 8.222952019423246384e-04
4.017307884436754906e-02 3.770452141761779785e-01 8.183314930647611618e-04
4.028545107947727189e-02 3.748669922351837158e-01 8.134127710945904255e-04
4.039782331458698084e-02 3.731051981449127197e-01 8.128397166728973389e-04
4.051019554969670367e-02 3.708848357200622559e-01 8.106417371891438961e-04
4.062256778480641262e-02 3.694050908088684082e-01 8.075971854850649834e-04
4.073494001991612157e-02 3.678670823574066162e-01 8.068893803283572197e-04
4.084731225502584440e-02 3.649228513240814209e-01 8.035534410737454891e-04
4.095968449013555335e-02 3.628370165824890137e-01 7.989758159965276718e-04
4.107205672524527618e-02 3.620348870754241943e-01 7.983242394402623177e-04
4.118442896035498513e-02 3.595841526985168457e-01 7.962604868225753307e-04
4.129680119546470102e-02 3.584485352039337158e-01 7.939380011521279812e-04
4.140917343057441691e-02 3.563988506793975830e-01 7.917223265394568443e-04
4.152154566568412586e-02 3.533946871757507324e-01 7.891315035521984100e-04
4.163391790079384869e-02 3.535427749156951904e-01 7.874636794440448284e-04
4.174629013590355764e-02 3.510366976261138916e-01 7.846584194339811802e-04
4.185866237101328047e-02 3.486960530281066895e-01 7.832845440134406090e-04
4.197103460612298942e-02 3.458408713340759277e-01 7.779424777254462242e-04
4.208340684123269837e-02 3.459885716438293457e-01 7.776665152050554752e-04
4.219577907634242120e-02 3.437920212745666504e-01 7.755063124932348728e-04
4.230815131145213015e-02 3.419239223003387451e-01 7.725107716396450996e-04
4.242052354656185298e-02 3.389640450477600098e-01 7.690140046179294586e-04
4.253289578167156193e-02 3.371973037719726562e-01 7.673869840800762177e-04
4.264526801678127782e-02 3.367782831192016602e-01 7.660200353711843491e-04
4.275764025189099371e-02 3.364759087562561035e-01 7.639903924427926540e-04
4.287001248700070266e-02 3.335575163364410400e-01 7.622695993632078171e-04
4.298238472211042549e-02 3.322202563285827637e-01 7.589504239149391651e-04
4.309475695722013444e-02 3.294600248336791992e-01 7.552964962087571621e-04
4.320712919232985727e-02 3.271825909614562988e-01 7.538854843005537987e-04
4.331950142743956622e-02 3.266604840755462646e-01 7.518570055253803730e-04
4.343187366254927517e-02 3.245360553264617920e-01 7.489137351512908936e-04
