# b'S_22p5_45_M'
# q I errors
4.320712919232985727e-02 3.274025022983551025e-01 1.076157088391482830e-03
4.331950142743956622e-02 3.249569237232208252e-01 1.070617232471704483e-03
4.343187366254927517e-02 3.232113122940063477e-01 1.067021163180470467e-03
4.354424589765899800e-02 3.219738602638244629e-01 1.065641641616821289e-03
4.365661813276870695e-02 3.223585486412048340e-01 1.064591458998620510e-03
4.376899036787842978e-02 3.201245069503784180e-01 1.060097827576100826e-03
4.388136260298813873e-02 3.171586692333221436e-01 1.055401633493602276e-03
4.399373483809785462e-02 3.163329064846038818e-01 1.053782994858920574e-03
4.410610707320757051e-02 3.142848014831542969e-01 1.048409030772745609e-03
4.421847930831727946e-02 3.136425018310546875e-01 1.047278870828449726e-03
4.433085154342700229e-02 3.102941215038299561e-01 1.040517934598028660e-03
4.444322377853671124e-02 3.098540902137756348e-01 1.038986374624073505e-03
4.455559601364643407e-02 3.092419803142547607e-01 1.038756570778787136e-03
4.466796824875614302e-02 3.075718283653259277e-01 1.034720451571047306e-03
4.478034048386585197e-02 3.060511946678161621e-01 1.030748710036277771e-03
4.489271271897557480e-02 3.041263222694396973e-01 1.028261729516088963e-03
4.500508495408528375e-02 3.053478300571441650e-01 1.029717037454247475e-03
4.511745718919500658e-02 2.999396026134490967e-01 1.018324517644941807e-03
4.522982942430471553e-02 3.007768094539642334e-01 1.020722906105220318e-03
4.534220165941443142e-02 3.000374436378479004e-01 1.018626033328473568e-03
4.545457389452414732e-02 2.967716157436370850e-01 1.012506661936640739e-03
4.556694612963385627e-02 2.943174540996551514e-01 1.007317332550883293e-03
4.567931836474357910e-02 2.942797541618347168e-01 1.007450977340340614e-03
4.579169059985328805e-02 2.967491447925567627e-01 1.009703148156404495e-03
4.590406283496301088e-02 2.947492897510528564e-01 1.022944459691643715e-03
4.601643507007271983e-02 2.918401360511779785e-01 1.038146903738379478e-03
4.612880730518242878e-02 2.903568446636199951e-01 1.045905402861535549e-03
4.624117954029215161e-02 2.884779572486877441e-01 1.048879581503570080e-03
4.635355177540186056e-02 2.867860794067382812e-01 1.049400889314711094e-03
4.646592401051158339e-02 2.889593541622161865e-01 1.042338903062045574e-03
4.657829624562129234e-02 2.875773310661315918e-01 1.025018282234668732e-03
4.669066848073100129e-02 2.835489213466644287e-01 1.010818523354828358e-03
4.680304071584072412e-02 2.850289344787597656e-01 1.010684180073440075e-03
4.691541295095043307e-02 2.821874320507049561e-01 1.008675084449350834e-03
4.702778518606015590e-02 2.797656953334808350e-01 1.003384124487638474e-03
4.714015742116986485e-02 2.790144085884094238e-01 9.993715211749076843e-04
4.725252965627958074e-02 2.772520482540130615e-01 9.950469247996807098e-04
4.736490189138929663e-02 2.779695391654968262e-01 9.946329519152641296e-04
4.747727412649900558e-02 2.730366885662078857e-01 9.823346044868230820e-04
4.758964636160872841e-02 2.745709717273712158e-01 9.860653663054108620e-04
4.770201859671843736e-02 2.737363278865814209e-01 9.818705730140209198e-04
4.781439083182816019e-02 2.722723484039306641e-01 9.763498092070221901e-04
4.792676306693786914e-02 2.675506770610809326e-01 9.685715194791555405e-04
4.803913530204757809e-02 2.695147693157196045e-01 9.712288156151771545e-04
4.815150753715730092e-02 2.678897380828857422e-01 9.668001439422369003e-04
4.826387977226700987e-02 2.677274644374847412e-01 9.667472331784665585e-04
4.837625200737673270e-02 2.650582194328308105e-01 9.600617340765893459e-04
4.848862424248644165e-02 2.641294002532958984e-01 9.557624580338597298e-04
4.860099647759615754e-02 2.611169517040252686e-01 9.505922207608819008e-04
4.871336871270587343e-02 2.622892260551452637e-01 9.522556792944669724e-04
4.882574094781558238e-02 2.602295875549316406e-01 9.459443390369415283e-04
4.893811318292530521e-02 2.580952346324920654e-01 9.425074094906449318e-04
4.905048541803501416e-02 2.569026350975036621e-01 9.399121627211570740e-04
4.916285765314473699e-02 2.561219930648803711e-01 9.366192971356213093e-04
4.927522988825444594e-02 2.547277510166168213e-01 9.342806879431009293e-04
4.938760212336415489e-02 2.543442249298095703e-01 9.326369035989046097e-04
4.949997435847387772e-02 2.539700567722320557e-01 9.307177388109266758e-04
4.961234659358358667e-02 2.497589886188507080e-01 9.233269956894218922e-04
4.972471882869330950e-02 2.501394152641296387e-01 9.225195390172302723e-04
4.983709106380301845e-02 2.495483160018920898e-01 9.183883666992187500e-04
4.994946329891273434e-02 2.465150803327560425e-01 9.122706251218914986e-04
5.006183553402245023e-02 2.465384751558303833e-01 9.116890723817050457e-04
5.017420776913215918e-02 2.455829232931137085e-01 9.066022466868162155e-04
5.028658000424188201e-02 2.458645105361938477e-01 9.053866378962993622e-04
5.039895223935159096e-02 2.447712123394012451e-01 9.032848756760358810e-04
5.051132447446131379e-02 2.428872585296630859e-01 8.987121982499957085e-04
5.062369670957102274e-02 2.413708120584487915e-01 8.967683534137904644e-04
5.073606894468073170e-02 2.393957674503326416e-01 8.944635628722608089e-04
5.084844117979045452e-02 2.378955930471420288e-01 8.904735441319644451e-04
5.096081341490016348e-02 2.370308339595794678e-01 8.901969413273036480e-04
5.107318565000988630e-02 2.390698939561843872e-01 8.949388284236192703e-04
5.118555788511959526e-02 2.354680150747299194e-01 8.854856132529675961e-04
5.129793012022931115e-02 2.369063496589660645e-01 8.888995507732033730e-04
5.141030235533902704e-02 2.337533831596374512e-01 8.826042176224291325e-04
5.152267459044873599e-02 2.347272485494613647e-01 8.834524196572601795e-04
5.163504682555845882e-02 2.321512997150421143e-01 8.781492360867559910e-04
5.174741906066816777e-02 2.299008816480636597e-01 8.740049670450389385e-04
5.185979129577788366e-02 2.298928052186965942e-01 8.717351011000573635e-04
5.197216353088759955e-02 2.311172187328338623e-01 8.737522293813526630e-04
5.208453576599730850e-02 2.281361967325210571e-01 8.689648821018636227e-04
5.219690800110703133e-02 2.248768210411071777e-01 8.606853079982101917e-04
5.230928023621674028e-02 2.265019416809082031e-01 8.629832882434129715e-04
5.242165247132646311e-02 2.252963334321975708e-01 8.613038226030766964e-04
5.253402470643617206e-02 2.237131446599960327e-01 8.573561790399253368e-04
5.264639694154588101e-02 2.229768484830856323e-01 8.540486451238393784e-04
5.275876917665560384e-02 2.224784195423126221e-01 8.544484153389930725e-04
5.287114141176531279e-02 2.214690595865249634e-01 8.515370427630841732e-04
5.298351364687503562e-02 2.206807136535644531e-01 8.484154823236167431e-04
5.309588588198474457e-02 2.194687277078628540e-01 8.466462022624909878e-04
5.320825811709446046e-02 2.176958322525024414e-01 8.420887752436101437e-04
5.332063035220417635e-02 2.175782471895217896e-01 8.401636150665581226e-04
5.343300258731388530e-02 2.163007408380508423e-01 8.389406139031052589e-04
5.354537482242360813e-02 2.163426131010055542e-01 8.377394406124949455e-04
5.365774705753331708e-02 2.159829586744308472e-01 8.361017098650336266e-04
5.377011929264303991e-02 2.151800245046615601e-01 8.346329559572041035e-04
5.388249152775274886e-02 2.144512981176376343e-01 8.321474888361990452e-04
5.399486376286245781e-02 2.114322632551193237e-01 8.255811408162117004e-04
5.410723599797218064e-02 2.112157791852951050e-01 8.261501789093017578e-04
5.421960823308188959e-02 2.101165354251861572e-01 8.231964311562478542e-04
5.433198046819161242e-02 2.098478525876998901e-01 8.207321516238152981e-04
5.444435270330132137e-02 2.107913047075271606e-01 8.218339644372463226e-04
5.455672493841103726e-02 2.093909531831741333e-01 8.193069952540099621e-04
5.466909717352075315e-02 2.071403712034225464e-01 8.139539859257638454e-04
5.478146940863046210e-02 2.062296867370605469e-01 8.112913346849381924e-04
5.489384164374018493e-02 2.062080949544906616e-01 8.119406411424279213e-04
5.500621387884989388e-02 2.052318453788757324e-01 8.087514434009790421e-04
5.511858611395961671e-02 2.043873071670532227e-01 8.071170886978507042e-04
5.523095834906932566e-02 2.022431045770645142e-01 8.027879521250724792e-04
5.534333058417903461e-02 2.019583880901336670e-01 8.009582525119185448e-04
5.545570281928875744e-02 2.006671875715255737e-01 7.976259221322834492e-04
5.556807505439846639e-02 2.005463093519210815e-01 7.974734180606901646e-04
5.568044728950818922e-02 1.988892257213592529e-01 7.935648900456726551e-04
5.579281952461789817e-02 1.993500888347625732e-01 7.937129703350365162e-04
5.590519175972761406e-02 1.970829963684082031e-01 7.894170121289789677e-04
5.601756399483732995e-02 1.971375942230224609e-01 7.870644913055002689e-04
5.612993622994703891e-02 1.960178166627883911e-01 7.840461330488324165e-04
5.624230846505676173e-02 1.939003616571426392e-01 7.796238642185926437e-04
5.635468070016647069e-02 1.932825744152069092e-01 7.764365873299539089e-04
5.646705293527619351e-02 1.924579590559005737e-01 7.741412846371531487e-04
5.657942517038590247e-02 1.931028068065643311e-01 7.757509010843932629e-04
5.669179740549561142e-02 1.915305107831954956e-01 7.705548778176307678e-04
5.680416964060533425e-02 1.924671381711959839e-01 7.742557208985090256e-04
5.691654187571504320e-02 1.893445998430252075e-01 7.662762072868645191e-04
5.702891411082476603e-02 1.888630837202072144e-01 7.650349289178848267e-04
5.714128634593447498e-02 1.881093233823776245e-01 7.652213098481297493e-04
5.725365858104419087e-02 1.889114975929260254e-01 7.669135811738669872e-04
5.736603081615390676e-02 1.880013346672058105e-01 7.648770115338265896e-04
5.747840305126361571e-02 1.869049519300460815e-01 7.634211797267198563e-04
5.759077528637333854e-02 1.842235177755355835e-01 7.570163579657673836e-04
5.770314752148304749e-02 1.843470335006713867e-01 7.553306641057133675e-04
5.781551975659276338e-02 1.840631812810897827e-01 7.563782855868339539e-04
5.792789199170247927e-02 1.844890117645263672e-01 7.559378864243626595e-04
5.804026422681218822e-02 1.827271282672882080e-01 7.512987358495593071e-04
5.815263646192191105e-02 1.790418177843093872e-01 7.445566006936132908e-04
5.826500869703162000e-02 1.810558885335922241e-01 7.473151781596243382e-04
5.837738093214134283e-02 1.807781755924224854e-01 7.454068399965763092e-04
5.848975316725105178e-02 1.812263429164886475e-01 7.583234691992402077e-04
5.860212540236076073e-02 1.799693107604980469e-01 7.671249331906437874e-04
5.871449763747048356e-02 1.782438158988952637e-01 7.665652083232998848e-04
5.882686987258019251e-02 1.788946539163589478e-01 7.709937635809183121e-04
5.893924210768991534e-02 1.772937327623367310e-01 7.696886896155774593e-04
5.905161434279962429e-02 1.752576082944869995e-01 7.664288277737796307e-04
5.916398657790934018e-02 1.753471046686172485e-01 7.703805458731949329e-04
5.927635881301905607e-02 1.746560484170913696e-01 7.703828159719705582e-04
5.938873104812876502e-02 1.735805720090866089e-01 7.681500865146517754e-04
5.950110328323848785e-02 1.736339479684829712e-01 7.698169793002307415e-04
5.961347551834819680e-02 1.732855588197708130e-01 7.713481900282204151e-04
5.972584775345791963e-02 1.720796525478363037e-01 7.702748989686369896e-04
5.983821998856762858e-02 1.718877255916595459e-01 7.719347486272454262e-04
5.995059222367733753e-02 1.715124398469924927e-01 7.714307866990566254e-04
6.006296445878706036e-02 1.721888482570648193e-01 7.732035010121762753e-04
6.017533669389676931e-02 1.698054373264312744e-01 7.698772824369370937e-04
6.028770892900649214e-02 1.692791730165481567e-01 7.707098266109824181e-04
6.040008116411620109e-02 1.677982658147811890e-01 7.673557265661656857e-04
6.051245339922591698e-02 1.672883480787277222e-01 7.675548549741506577e-04
6.062482563433563287e-02 1.664728820323944092e-01 7.682931027375161648e-04
6.073719786944534182e-02 1.654658019542694092e-01 7.662096759304404259e-04
6.084957010455506465e-02 1.643944680690765381e-01 7.642681594006717205e-04
6.096194233966477360e-02 1.643621623516082764e-01 7.657772512175142765e-04
6.107431457477449643e-02 1.642299443483352661e-01 7.641546544618904591e-04
6.118668680988420538e-02 1.630721837282180786e-01 7.641609990969300270e-04
6.129905904499391434e-02 1.628043800592422485e-01 7.641278789378702641e-04
6.141143128010363716e-02 1.624400913715362549e-01 7.645482546649873257e-04
6.152380351521334612e-02 1.615053415298461914e-01 7.619213429279625416e-04
6.163617575032306894e-02 1.622715145349502563e-01 7.655431400053203106e-04
6.174854798543277790e-02 1.608166098594665527e-01 7.623894489370286465e-04
6.186092022054249379e-02 1.604493558406829834e-01 7.626978331245481968e-04
6.197329245565220968e-02 1.595697551965713501e-01 7.607032894156873226e-04
6.208566469076191863e-02 1.596704721450805664e-01 7.616829825565218925e-04
6.219803692587164146e-02 1.574723571538925171e-01 7.576317293569445610e-04
6.231040916098135041e-02 1.569857746362686157e-01 7.572865579277276993e-04
6.242278139609107324e-02 1.565070897340774536e-01 7.564806146547198296e-04
6.253515363120078219e-02 1.559938341379165649e-01 7.557612261734902859e-04
6.264752586631050502e-02 1.544807255268096924e-01 7.532365270890295506e-04
6.275989810142021397e-02 1.558781564235687256e-01 7.574549526907503605e-04
6.287227033652992292e-02 1.543590426445007324e-01 7.535040494985878468e-04
6.298464257163963187e-02 1.539445817470550537e-01 7.545074913650751114e-04
6.309701480674935470e-02 1.532516181468963623e-01 7.525476394221186638e-04
6.320938704185907753e-02 1.537191122770309448e-01 7.543347310274839401e-04
6.332175927696878648e-02 1.524847745895385742e-01 7.519687060266733170e-04
6.343413151207849543e-02 1.528572142124176025e-01 7.530126022174954414e-04
6.354650374718820438e-02 1.509339362382888794e-01 7.500660722143948078e-04
6.365887598229792721e-02 1.506776064634323120e-01 7.492808508686721325e-04
6.377124821740765004e-02 1.498735249042510986e-01 7.469431729987263680e-04
6.388362045251735899e-02 1.493590623140335083e-01 7.460918277502059937e-04
6.399599268762706794e-02 1.488987058401107788e-01 7.459298358298838139e-04
6.410836492273679077e-02 1.493414342403411865e-01 7.474097656086087227e-04
6.422073715784649972e-02 1.486652940511703491e-01 7.461729110218584538e-04
6.433310939295622255e-02 1.482967436313629150e-01 7.460421184077858925e-04
6.444548162806593150e-02 1.468751728534698486e-01 7.432382553815841675e-04
6.455785386317564045e-02 1.465288996696472168e-01 7.429534452967345715e-04
6.467022609828536328e-02 1.463772356510162354e-01 7.423776551149785519e-04
6.478259833339507223e-02 1.457471549510955811e-01 7.421154296025633812e-04
6.489497056850479506e-02 1.444773674011230469e-01 7.383124320767819881e-04
6.500734280361450401e-02 1.437444835901260376e-01 7.367167854681611061e-04
6.511971503872421296e-02 1.429997235536575317e-01 7.358829025179147720e-04
6.523208727383393579e-02 1.425652652978897095e-01 7.349394145421683788e-04
6.534445950894365862e-02 1.419424563646316528e-01 7.341294549405574799e-04
6.545683174405336757e-02 1.418919414281845093e-01 7.352544344030320644e-04
6.556920397916307652e-02 1.398774236440658569e-01 7.295305840671062469e-04
6.568157621427278547e-02 1.414547264575958252e-01 7.355135167017579079e-04
6.579394844938250830e-02 1.401232182979583740e-01 7.319321157410740852e-04
6.590632068449223113e-02 1.392879039049148560e-01 7.293547969311475754e-04
6.601869291960194008e-02 1.408161818981170654e-01 7.342454046010971069e-04
6.613106515471164903e-02 1.385473608970642090e-01 7.290526991710066795e-04
6.624343738982135799e-02 1.374190449714660645e-01 7.255330565385520458e-04
6.635580962493108081e-02 1.376187801361083984e-01 7.268598419614136219e-04
6.646818186004080364e-02 1.360178291797637939e-01 7.231044000945985317e-04
6.658055409515051259e-02 1.351812630891799927e-01 7.213861099444329739e-04
6.669292633026022155e-02 1.367860585451126099e-01 7.265566964633762836e-04
6.680529856536994437e-02 1.348434239625930786e-01 7.222348358482122421e-04
6.691767080047965333e-02 1.348480433225631714e-01 7.209990289993584156e-04
6.703004303558937615e-02 1.347757279872894287e-01 7.224206929095089436e-04
6.714241527069908511e-02 1.348031610250473022e-01 7.219960098154842854e-04
6.725478750580879406e-02 1.341262906789779663e-01 7.204732391983270645e-04
6.736715974091851689e-02 1.338898688554763794e-01 7.209602626971900463e-04
6.747953197602822584e-02 1.326997876167297363e-01 7.187341689132153988e-04
6.759190421113794867e-02 1.329584121704101562e-01 7.174414931796491146e-04
6.770427644624765762e-02 1.331936568021774292e-01 7.197856320999562740e-04
6.781664868135736657e-02 1.304036080837249756e-01 7.130615413188934326e-04
6.792902091646708940e-02 1.305302381515502930e-01 7.127833669073879719e-04
6.804139315157681223e-02 1.309999227523803711e-01 7.155717466957867146e-04
6.815376538668652118e-02 1.293408870697021484e-01 7.115177577361464500e-04
6.826613762179623013e-02 1.302706301212310791e-01 7.129384321160614491e-04
6.837850985690593908e-02 1.294960230588912964e-01 7.116026827134191990e-04
6.849088209201566191e-02 1.289665251970291138e-01 7.116759661585092545e-04
6.860325432712538474e-02 1.284934431314468384e-01 7.100412622094154358e-04
6.871562656223509369e-02 1.297904700040817261e-01 7.130119483917951584e-04
6.882799879734480264e-02 1.282692253589630127e-01 7.099394570104777813e-04
6.894037103245451159e-02 1.287349909543991089e-01 7.116589113138616085e-04
6.905274326756423442e-02 1.279954314231872559e-01 7.103872485458850861e-04
6.916511550267395725e-02 1.261923909187316895e-01 7.065135287120938301e-04
6.927748773778366620e-02 1.255439519882202148e-01 7.044941885396838188e-04
6.938985997289337515e-02 1.251868754625320435e-01 7.035869057290256023e-04
6.950223220800308410e-02 1.243590191006660461e-01 7.012722780928015709e-04
6.961460444311280693e-02 1.240190938115119934e-01 7.003091741353273392e-04
6.972697667822252976e-02 1.237191036343574524e-01 7.005914812907576561e-04
6.983934891333223871e-02 1.222301647067070007e-01 6.972761475481092930e-04
6.995172114844194766e-02 1.234531849622726440e-01 7.004130166023969650e-04
7.006409338355167049e-02 1.226881220936775208e-01 6.981999613344669342e-04
7.017646561866137944e-02 1.220154166221618652e-01 6.977673037908971310e-04
7.028883785377110227e-02 1.217503547668457031e-01 6.954695563763380051e-04
7.040121008888081122e-02 1.211557686328887939e-01 6.952253752388060093e-04
7.051358232399052017e-02 1.219229772686958313e-01 6.981316837482154369e-04
7.062595455910024300e-02 1.208915561437606812e-01 6.944041815586388111e-04
7.073832679420995195e-02 1.195003315806388855e-01 6.904130568727850914e-04
7.085069902931967478e-02 1.202056854963302612e-01 6.946926005184650421e-04
7.096307126442938373e-02 1.204580068588256836e-01 6.936658173799514771e-04
7.107544349953909268e-02 1.188950687646865845e-01 6.894135149195790291e-04
7.118781573464881551e-02 1.189864873886108398e-01 6.904690526425838470e-04
7.130018796975853834e-02 1.196291893720626831e-01 6.915972917340695858e-04
7.141256020486824729e-02 1.173388808965682983e-01 6.855551619082689285e-04
7.152493243997795624e-02 1.174143254756927490e-01 6.875972030684351921e-04
7.163730467508766520e-02 1.178033426403999329e-01 6.873556994833052158e-04
7.174967691019738802e-02 1.164817735552787781e-01 6.846003234386444092e-04
7.186204914530711085e-02 1.164973974227905273e-01 6.856620311737060547e-04
7.197442138041681980e-02 1.155882850289344788e-01 6.826763856224715710e-04
7.208679361552652876e-02 1.148068830370903015e-01 6.803656578995287418e-04
7.219916585063623771e-02 1.144114360213279724e-01 6.804525037296116352e-04
7.231153808574596054e-02 1.149813011288642883e-01 6.809750921092927456e-04
7.242391032085568336e-02 1.154972836375236511e-01 6.828416371718049049e-04
7.253628255596539232e-02 1.129842177033424377e-01 6.769681931473314762e-04
7.264865479107510127e-02 1.124519780278205872e-01 6.751522887498140335e-04
7.276102702618482410e-02 1.137203946709632874e-01 6.797853857278823853e-04
7.287339926129453305e-02 1.127447709441184998e-01 6.768987514078617096e-04
7.298577149640425588e-02 1.123019009828567505e-01 6.753154448233544827e-04
7.309814373151396483e-02 1.125298514962196350e-01 6.757605588063597679e-04
7.321051596662367378e-02 1.125178784132003784e-01 6.762425182387232780e-04
7.332288820173339661e-02 1.107007041573524475e-01 6.712803151458501816e-04
7.343526043684310556e-02 1.106075718998908997e-01 6.704989937134087086e-04
7.354763267195282839e-02 1.113392934203147888e-01 6.754442583769559860e-04
7.366000490706253734e-02 1.110655441880226135e-01 6.722438265569508076e-04
7.377237714217224629e-02 1.101607233285903931e-01 6.701205275021493435e-04
7.388474937728196912e-02 1.084380969405174255e-01 6.660178769379854202e-04
7.399712161239169195e-02 1.093763262033462524e-01 6.692272145301103592e-04
7.410949384750140090e-02 1.082468926906585693e-01 6.651509320363402367e-04
7.422186608261110985e-02 1.076331734657287598e-01 6.640019128099083900e-04
7.433423831772081880e-02 1.076275184750556946e-01 6.626145914196968079e-04
7.444661055283054163e-02 1.085554361343383789e-01 6.652913871221244335e-04
7.455898278794026446e-02 1.067262738943099976e-01 6.592990248464047909e-04
7.467135502304997341e-02 1.063533127307891846e-01 6.578225875273346901e-04
7.478372725815968236e-02 1.075742691755294800e-01 6.622605142183601856e-04
7.489609949326939131e-02 1.071200296282768250e-01 6.613477016799151897e-04
7.500847172837911414e-02 1.050733327865600586e-01 6.546516087837517262e-04
7.512084396348883697e-02 1.051071882247924805e-01 6.542310002259910107e-04
7.523321619859854592e-02 1.052178740501403809e-01 6.556822336278855801e-04
7.534558843370825487e-02 1.026819348335266113e-01 6.479252479039132595e-04
7.545796066881796382e-02 1.027628034353256226e-01 6.486293859779834747e-04
7.557033290392768665e-02 1.034997925162315369e-01 6.515515851788222790e-04
7.568270513903740948e-02 1.045123115181922913e-01 6.539565511047840118e-04
7.579507737414711843e-02 1.036735028028488159e-01 6.511416868306696415e-04
7.590744960925682738e-02 1.030538976192474365e-01 6.508835358545184135e-04
7.601982184436655021e-02 1.034245640039443970e-01 6.535691791214048862e-04
7.613219407947625916e-02 1.027423366904258728e-01 6.509411032311618328e-04
7.624456631458598199e-02 1.027739793062210083e-01 6.495439447462558746e-04
7.635693854969569094e-02 1.015348955988883972e-01 6.466404884122312069e-04
7.646931078480539989e-02 1.012661010026931763e-01 6.444421596825122833e-04
7.658168301991512272e-02 1.010299474000930786e-01 6.460176082327961922e-04
7.669405525502483167e-02 1.014603301882743835e-01 6.467418861575424671e-04
7.680642749013455450e-02 9.937817603349685669e-02 6.398069090209901333e-04
7.691879972524426345e-02 1.011581793427467346e-01 6.475549307651817799e-04
7.703117196035397241e-02 9.943879395723342896e-02 6.420291028916835785e-04
7.714354419546369523e-02 9.771086275577545166e-02 6.360412226058542728e-04
7.725591643057341806e-02 9.962140768766403198e-02 6.424724124372005463e-04
7.736828866568312701e-02 9.914790093898773193e-02 6.412541843019425869e-04
7.748066090079283597e-02 9.791032224893569946e-02 6.366343586705625057e-04
7.759303313590254492e-02 9.747187048196792603e-02 6.364854052662849426e-04
7.770540537101226775e-02 9.880042076110839844e-02 6.401141872629523277e-04
7.781777760612199057e-02 9.802700579166412354e-02 6.366893649101257324e-04
7.793014984123169953e-02 9.709722548723220825e-02 6.352016935124993324e-04
7.804252207634140848e-02 9.594066441059112549e-02 6.334322970360517502e-04
7.815489431145111743e-02 9.601110219955444336e-02 6.329064490273594856e-04
7.826726654656084026e-02 9.523930400609970093e-02 6.297080544754862785e-04
7.837963878167056309e-02 9.680257737636566162e-02 6.345717702060937881e-04
7.849201101678027204e-02 9.663789719343185425e-02 6.346021546050906181e-04
7.860438325188998099e-02 9.508873522281646729e-02 6.302340771071612835e-04
7.871675548699970382e-02 9.480845183134078979e-02 6.298414082266390324e-04
7.882912772210941277e-02 9.486282616853713989e-02 6.284819100983440876e-04
7.894149995721913560e-02 9.481199085712432861e-02 6.300626555457711220e-04
7.905387219232884455e-02 9.327163547277450562e-02 6.250119186006486416e-04
7.916624442743855350e-02 9.290251135826110840e-02 6.225851248018443584e-04
7.927861666254827633e-02 9.300755709409713745e-02 6.254806066863238811e-04
7.939098889765798528e-02 9.224602580070495605e-02 6.231053266674280167e-04
7.950336113276770811e-02 9.331581741571426392e-02 6.260665832087397575e-04
7.961573336787741706e-02 9.204120188951492310e-02 6.222098018042743206e-04
7.972810560298712601e-02 9.304628521203994751e-02 6.273087346926331520e-04
7.984047783809684884e-02 9.145270287990570068e-02 6.194802699610590935e-04
7.995285007320657167e-02 9.262061119079589844e-02 6.259938236325979233e-04
8.006522230831628062e-02 9.006194025278091431e-02 6.158695905469357967e-04
8.017759454342598957e-02 9.170756489038467407e-02 6.207369151525199413e-04
8.028996677853569852e-02 9.088694304227828979e-02 6.196803878992795944e-04
8.040233901364542135e-02 9.042667597532272339e-02 6.180158816277980804e-04
8.051471124875514418e-02 9.018005430698394775e-02 6.170845590531826019e-04
8.062708348386485313e-02 8.940550684928894043e-02 6.139425677247345448e-04
8.073945571897456208e-02 8.907059580087661743e-02 6.147949607111513615e-04
8.085182795408427103e-02 9.021440148353576660e-02 6.178673356771469116e-04
8.096420018919399386e-02 8.994384855031967163e-02 6.161616765893995762e-04
8.107657242430371669e-02 8.824431151151657104e-02 6.112111732363700867e-04
8.118894465941342564e-02 8.715195953845977783e-02 6.087300716899335384e-04
8.130131689452313459e-02 8.772163093090057373e-02 6.088472437113523483e-04
8.141368912963284354e-02 8.884552121162414551e-02 6.138684693723917007e-04
8.152606136474256637e-02 8.667193353176116943e-02 6.073121330700814724e-04
8.163843359985228920e-02 8.785876631736755371e-02 6.116779986768960953e-04
8.175080583496199815e-02 8.682791143655776978e-02 6.079045706428587437e-04
8.186317807007170710e-02 8.682554960250854492e-02 6.084407214075326920e-04
8.197555030518142993e-02 8.585380762815475464e-02 6.048749783076345921e-04
8.208792254029113888e-02 8.555909991264343262e-02 6.045499467290937901e-04
8.220029477540086171e-02 8.636251837015151978e-02 6.061578751541674137e-04
8.231266701051057066e-02 8.584267646074295044e-02 6.036231643520295620e-04
8.242503924562027962e-02 8.521452546119689941e-02 6.035233964212238789e-04
8.253741148073000244e-02 8.518711477518081665e-02 6.040632724761962891e-04
8.264978371583971140e-02 8.412835747003555298e-02 5.994952516630291939e-04
8.276215595094943422e-02 8.360275626182556152e-02 5.980618298053741455e-04
8.287452818605914318e-02 8.415593206882476807e-02 5.984489107504487038e-04
8.298690042116885213e-02 8.305720984935760498e-02 5.971356877125799656e-04
8.309927265627857496e-02 8.361135423183441162e-02 5.988135235384106636e-04
8.321164489138829778e-02 8.421558141708374023e-02 6.003883318044245243e-04
8.332401712649800674e-02 8.249405026435852051e-02 5.938813555985689163e-04
8.343638936160771569e-02 8.369094878435134888e-02 5.996506661176681519e-04
8.354876159671742464e-02 8.260854333639144897e-02 5.959584959782660007e-04
8.366113383182714747e-02 8.232597261667251587e-02 5.942981224507093430e-04
8.377350606693687030e-02 8.204455673694610596e-02 5.938960821367800236e-04
8.388587830204657925e-02 8.207290619611740112e-02 5.955206579528748989e-04
8.399825053715628820e-02 8.055029064416885376e-02 5.884852726012468338e-04
8.411062277226599715e-02 8.092189580202102661e-02 5.908869788981974125e-04
8.422299500737571998e-02 8.005517721176147461e-02 5.880628013983368874e-04
8.433536724248544281e-02 8.047361671924591064e-02 5.893105408176779747e-04
8.444773947759515176e-02 8.014174550771713257e-02 5.865306011401116848e-04
8.456011171270486071e-02 8.010907471179962158e-02 5.878728698007762432e-04
8.467248394781458354e-02 7.997103780508041382e-02 5.885242135263979435e-04
8.478485618292429249e-02 7.846777141094207764e-02 5.822054808959364891e-04
8.489722841803401532e-02 7.982663065195083618e-02 5.871671601198613644e-04
8.500960065314372427e-02 7.888763397932052612e-02 5.825802800245583057e-04
8.512197288825343322e-02 7.934870570898056030e-02 5.860013188794255257e-04
8.523434512336315605e-02 7.896496355533599854e-02 5.861076642759144306e-04
8.534671735847286500e-02 7.778532803058624268e-02 5.807233392260968685e-04
8.545908959358258783e-02 7.828159630298614502e-02 5.836143973283469677e-04
8.557146182869229678e-02 7.814975827932357788e-02 5.829411675222218037e-04
8.568383406380200573e-02 7.777642458677291870e-02 5.816540797241032124e-04
8.579620629891172856e-02 7.691005617380142212e-02 5.785329849459230900e-04
8.590857853402145139e-02 7.748851180076599121e-02 5.789291462861001492e-04
8.602095076913116034e-02 7.590226829051971436e-02 5.744066438637673855e-04
8.613332300424086929e-02 7.716973870992660522e-02 5.788243142887949944e-04
8.624569523935057824e-02 7.779093086719512939e-02 5.815633339807391167e-04
8.635806747446030107e-02 7.642663270235061646e-02 5.760285421274602413e-04
8.647043970957002390e-02 7.521268725395202637e-02 5.740204942412674427e-04
8.658281194467973285e-02 7.489637285470962524e-02 5.707305972464382648e-04
8.669518417978944180e-02 7.558523118495941162e-02 5.739529151469469070e-04
