# b'S_10_45_M'
# q I errors
1.365323135847488351e-02 2.422415971755981445e+00 3.914847504347562790e-03
1.376560359358459593e-02 2.381246566772460938e+00 3.871188266202807426e-03
1.387797582869431182e-02 2.352414369583129883e+00 3.842021804302930832e-03
1.399034806380402771e-02 2.318793773651123047e+00 3.782495390623807907e-03
1.410272029891374013e-02 2.290856122970581055e+00 3.752067685127258301e-03
1.421509253402345602e-02 2.254970312118530273e+00 3.718364052474498749e-03
1.432746476913317191e-02 2.230125188827514648e+00 3.674617502838373184e-03
1.443983700424288433e-02 2.197534084320068359e+00 3.639440052211284637e-03
1.455220923935260022e-02 2.168752431869506836e+00 3.606453305110335350e-03
1.466458147446231611e-02 2.143169164657592773e+00 3.564787562936544418e-03
1.477695370957202853e-02 2.111076831817626953e+00 3.526160726323723793e-03
1.488932594468174442e-02 2.080097913742065430e+00 3.499785671010613441e-03
1.500169817979146031e-02 2.058705806732177734e+00 3.464565612375736237e-03
1.511407041490117273e-02 2.030681133270263672e+00 3.420749213546514511e-03
1.522644265001088862e-02 2.002953767776489258e+00 3.397980472072958946e-03
1.533881488512060451e-02 1.978537559509277344e+00 3.356069093570113182e-03
1.545118712023031693e-02 1.958810806274414062e+00 3.328152932226657867e-03
1.556355935534003282e-02 1.934331893920898438e+00 3.304167184978723526e-03
1.567593159044974871e-02 1.906172513961791992e+00 3.263397840782999992e-03
1.578830382555946113e-02 1.879266262054443359e+00 3.229873254895210266e-03
1.590067606066917702e-02 1.862392306327819824e+00 3.212032141163945198e-03
1.601304829577888944e-02 1.841499924659729004e+00 3.178881714120507240e-03
1.612542053088860533e-02 1.812872290611267090e+00 3.140281885862350464e-03
1.623779276599832122e-02 1.790615439414978027e+00 3.117077285423874855e-03
1.635016500110803711e-02 1.774508953094482422e+00 3.095178399235010147e-03
1.646253723621774953e-02 1.748315572738647461e+00 3.058619564399123192e-03
1.657490947132746542e-02 1.730450391769409180e+00 3.037211950868368149e-03
1.668728170643717784e-02 1.707979321479797363e+00 3.005854319781064987e-03
1.679965394154689373e-02 1.686135172843933105e+00 2.970938570797443390e-03
1.691202617665660962e-02 1.669293284416198730e+00 2.954785712063312531e-03
1.702439841176632551e-02 1.651328086853027344e+00 2.929248614236712456e-03
1.713677064687603793e-02 1.634916782379150391e+00 2.904895460233092308e-03
1.724914288198575382e-02 1.614831328392028809e+00 2.873367629945278168e-03
1.736151511709546624e-02 1.592263340950012207e+00 2.850084798410534859e-03
1.747388735220518213e-02 1.575750470161437988e+00 2.826509065926074982e-03
1.758625958731489802e-02 1.558781623840332031e+00 2.802240429446101189e-03
1.769863182242461391e-02 1.539202690124511719e+00 2.780426060780882835e-03
1.781100405753432633e-02 1.528584122657775879e+00 2.759456634521484375e-03
1.792337629264404222e-02 1.509756803512573242e+00 2.732667373493313789e-03
1.803574852775375464e-02 1.494955182075500488e+00 2.714950125664472580e-03
1.814812076286347053e-02 1.472220778465270996e+00 2.682924037799239159e-03
1.826049299797318642e-02 1.462160587310791016e+00 2.668727654963731766e-03
1.837286523308290231e-02 1.445121288299560547e+00 2.647786634042859077e-03
1.848523746819261473e-02 1.428350090980529785e+00 2.622587606310844421e-03
1.859760970330233062e-02 1.415453195571899414e+00 2.604253357276320457e-03
